,dataset_name,classifier_name,splitter_method,n_splits,metric_name,expected_estimate,estimate_std,true_value,bias
8298,postoperative_patient_data,LogisticRegression,StratifiedKFold,2,accuracy,0.48987,0.06062,0.45780,0.03207
8299,postoperative_patient_data,LogisticRegression,StratifiedKFold,5,accuracy,0.45325,0.03815,0.45780,-0.00455
8300,postoperative_patient_data,LogisticRegression,StratifiedKFold,10,accuracy,0.44929,0.05066,0.45780,-0.00851
8301,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,2,accuracy,0.45937,0.10783,0.45780,0.00157
8302,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,5,accuracy,0.45375,0.08082,0.45780,-0.00405
8303,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,10,accuracy,0.47000,0.05966,0.45780,0.01220
8304,postoperative_patient_data,LogisticRegression,CBDSCV,2,balanced_accuracy,0.45031,0.05779,0.46750,-0.01719
8305,postoperative_patient_data,LogisticRegression,CBDSCV,5,balanced_accuracy,0.42752,0.06416,0.46750,-0.03998
8306,postoperative_patient_data,LogisticRegression,CBDSCV,10,balanced_accuracy,0.44335,0.05528,0.46750,-0.02415
8307,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,2,balanced_accuracy,0.46662,0.06541,0.46750,-0.00088
8308,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,5,balanced_accuracy,0.43644,0.04935,0.46750,-0.03106
8309,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,10,balanced_accuracy,0.43230,0.04437,0.46750,-0.03520
8310,postoperative_patient_data,LogisticRegression,DBSCV,2,balanced_accuracy,0.44326,0.06699,0.46750,-0.02424
8311,postoperative_patient_data,LogisticRegression,DBSCV,5,balanced_accuracy,0.45045,0.07187,0.46750,-0.01705
8312,postoperative_patient_data,LogisticRegression,DBSCV,10,balanced_accuracy,0.46427,0.05556,0.46750,-0.00323
8313,postoperative_patient_data,LogisticRegression,DOBSCV,2,balanced_accuracy,0.42809,0.07652,0.46750,-0.03941
8314,postoperative_patient_data,LogisticRegression,DOBSCV,5,balanced_accuracy,0.44284,0.05850,0.46750,-0.02466
8315,postoperative_patient_data,LogisticRegression,DOBSCV,10,balanced_accuracy,0.46967,0.05769,0.46750,0.00217
8316,postoperative_patient_data,LogisticRegression,KFold,2,balanced_accuracy,0.44396,0.06516,0.46750,-0.02354
8317,postoperative_patient_data,LogisticRegression,KFold,5,balanced_accuracy,0.44504,0.08587,0.46750,-0.02246
8318,postoperative_patient_data,LogisticRegression,KFold,10,balanced_accuracy,0.44627,0.07762,0.46750,-0.02123
8319,postoperative_patient_data,LogisticRegression,ShuffleSplit,2,balanced_accuracy,0.43896,0.13181,0.46750,-0.02854
8320,postoperative_patient_data,LogisticRegression,ShuffleSplit,5,balanced_accuracy,0.45349,0.10091,0.46750,-0.01401
8321,postoperative_patient_data,LogisticRegression,ShuffleSplit,10,balanced_accuracy,0.46717,0.07830,0.46750,-0.00033
8322,postoperative_patient_data,LogisticRegression,StratifiedKFold,2,balanced_accuracy,0.45963,0.06859,0.46750,-0.00787
8323,postoperative_patient_data,LogisticRegression,StratifiedKFold,5,balanced_accuracy,0.44005,0.04598,0.46750,-0.02745
8324,postoperative_patient_data,LogisticRegression,StratifiedKFold,10,balanced_accuracy,0.44567,0.05701,0.46750,-0.02183
8325,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,2,balanced_accuracy,0.44791,0.11852,0.46750,-0.01959
8326,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,5,balanced_accuracy,0.44583,0.09731,0.46750,-0.02167
8327,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,10,balanced_accuracy,0.46417,0.07556,0.46750,-0.00333
8328,postoperative_patient_data,LogisticRegression,CBDSCV,2,f1,0.42792,0.04739,0.40460,0.02332
8329,postoperative_patient_data,LogisticRegression,CBDSCV,5,f1,0.40192,0.04865,0.40460,-0.00268
8330,postoperative_patient_data,LogisticRegression,CBDSCV,10,f1,0.38531,0.03457,0.40460,-0.01929
8331,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,2,f1,0.43770,0.05430,0.40460,0.03310
8332,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,5,f1,0.40618,0.04481,0.40460,0.00157
8333,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,10,f1,0.38194,0.03902,0.40460,-0.02266
8334,postoperative_patient_data,LogisticRegression,DBSCV,2,f1,0.42813,0.05264,0.40460,0.02353
8335,postoperative_patient_data,LogisticRegression,DBSCV,5,f1,0.41550,0.05699,0.40460,0.01090
8336,postoperative_patient_data,LogisticRegression,DBSCV,10,f1,0.40431,0.04301,0.40460,-0.00029
8337,postoperative_patient_data,LogisticRegression,DOBSCV,2,f1,0.41049,0.06647,0.40460,0.00589
8338,postoperative_patient_data,LogisticRegression,DOBSCV,5,f1,0.40967,0.04532,0.40460,0.00507
8339,postoperative_patient_data,LogisticRegression,DOBSCV,10,f1,0.41077,0.04653,0.40460,0.00617
8340,postoperative_patient_data,LogisticRegression,KFold,2,f1,0.43020,0.05204,0.40460,0.02560
8341,postoperative_patient_data,LogisticRegression,KFold,5,f1,0.41302,0.06340,0.40460,0.00842
8342,postoperative_patient_data,LogisticRegression,KFold,10,f1,0.39232,0.05746,0.40460,-0.01228
8343,postoperative_patient_data,LogisticRegression,ShuffleSplit,2,f1,0.38798,0.12340,0.40460,-0.01662
8344,postoperative_patient_data,LogisticRegression,ShuffleSplit,5,f1,0.39959,0.07407,0.40460,-0.00501
8345,postoperative_patient_data,LogisticRegression,ShuffleSplit,10,f1,0.40234,0.05397,0.40460,-0.00226
8346,postoperative_patient_data,LogisticRegression,StratifiedKFold,2,f1,0.44079,0.05705,0.40460,0.03619
8347,postoperative_patient_data,LogisticRegression,StratifiedKFold,5,f1,0.40929,0.03998,0.40460,0.00469
8348,postoperative_patient_data,LogisticRegression,StratifiedKFold,10,f1,0.39948,0.04673,0.40460,-0.00512
8349,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,2,f1,0.40543,0.10672,0.40460,0.00083
8350,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,5,f1,0.40077,0.08541,0.40460,-0.00383
8351,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,10,f1,0.41702,0.06576,0.40460,0.01242
8352,postoperative_patient_data,LogisticRegression,CBDSCV,2,precision,0.46005,0.04912,0.46950,-0.00945
8353,postoperative_patient_data,LogisticRegression,CBDSCV,5,precision,0.44657,0.04191,0.46950,-0.02293
8354,postoperative_patient_data,LogisticRegression,CBDSCV,10,precision,0.44239,0.03904,0.46950,-0.02711
8355,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,2,precision,0.47108,0.05517,0.46950,0.00158
8356,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,5,precision,0.45060,0.03542,0.46950,-0.01890
8357,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,10,precision,0.43929,0.04244,0.46950,-0.03021
8358,postoperative_patient_data,LogisticRegression,DBSCV,2,precision,0.45209,0.05388,0.46950,-0.01741
8359,postoperative_patient_data,LogisticRegression,DBSCV,5,precision,0.45603,0.06468,0.46950,-0.01347
8360,postoperative_patient_data,LogisticRegression,DBSCV,10,precision,0.46598,0.04952,0.46950,-0.00352
8361,postoperative_patient_data,LogisticRegression,DOBSCV,2,precision,0.44044,0.06335,0.46950,-0.02906
8362,postoperative_patient_data,LogisticRegression,DOBSCV,5,precision,0.45135,0.04648,0.46950,-0.01815
8363,postoperative_patient_data,LogisticRegression,DOBSCV,10,precision,0.46954,0.04825,0.46950,0.00004
8364,postoperative_patient_data,LogisticRegression,KFold,2,precision,0.45226,0.05266,0.46950,-0.01724
8365,postoperative_patient_data,LogisticRegression,KFold,5,precision,0.45202,0.06485,0.46950,-0.01748
8366,postoperative_patient_data,LogisticRegression,KFold,10,precision,0.44139,0.06736,0.46950,-0.02811
8367,postoperative_patient_data,LogisticRegression,ShuffleSplit,2,precision,0.44095,0.11539,0.46950,-0.02855
8368,postoperative_patient_data,LogisticRegression,ShuffleSplit,5,precision,0.45544,0.07693,0.46950,-0.01406
8369,postoperative_patient_data,LogisticRegression,ShuffleSplit,10,precision,0.46394,0.05382,0.46950,-0.00556
8370,postoperative_patient_data,LogisticRegression,StratifiedKFold,2,precision,0.46483,0.05868,0.46950,-0.00467
8371,postoperative_patient_data,LogisticRegression,StratifiedKFold,5,precision,0.44978,0.04470,0.46950,-0.01972
8372,postoperative_patient_data,LogisticRegression,StratifiedKFold,10,precision,0.44083,0.05295,0.46950,-0.02867
8373,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,2,precision,0.45923,0.09927,0.46950,-0.01027
8374,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,5,precision,0.44432,0.08587,0.46950,-0.02518
8375,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,10,precision,0.46446,0.06742,0.46950,-0.00504
8376,postoperative_patient_data,LogisticRegression,CBDSCV,2,recall,0.45031,0.05779,0.46750,-0.01719
8377,postoperative_patient_data,LogisticRegression,CBDSCV,5,recall,0.42752,0.06416,0.46750,-0.03998
8378,postoperative_patient_data,LogisticRegression,CBDSCV,10,recall,0.42501,0.05505,0.46750,-0.04249
8379,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,2,recall,0.46662,0.06541,0.46750,-0.00088
8380,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,5,recall,0.43644,0.04935,0.46750,-0.03106
8381,postoperative_patient_data,LogisticRegression,CBDSCV_Mini,10,recall,0.41681,0.04732,0.46750,-0.05069
8382,postoperative_patient_data,LogisticRegression,DBSCV,2,recall,0.44326,0.06699,0.46750,-0.02424
8383,postoperative_patient_data,LogisticRegression,DBSCV,5,recall,0.45045,0.07187,0.46750,-0.01705
8384,postoperative_patient_data,LogisticRegression,DBSCV,10,recall,0.43940,0.05945,0.46750,-0.02810
8385,postoperative_patient_data,LogisticRegression,DOBSCV,2,recall,0.42809,0.07652,0.46750,-0.03941
8386,postoperative_patient_data,LogisticRegression,DOBSCV,5,recall,0.44284,0.05850,0.46750,-0.02466
8387,postoperative_patient_data,LogisticRegression,DOBSCV,10,recall,0.45088,0.05532,0.46750,-0.01662
8388,postoperative_patient_data,LogisticRegression,KFold,2,recall,0.44396,0.06516,0.46750,-0.02354
8389,postoperative_patient_data,LogisticRegression,KFold,5,recall,0.44504,0.08587,0.46750,-0.02246
8390,postoperative_patient_data,LogisticRegression,KFold,10,recall,0.43564,0.07752,0.46750,-0.03186
8391,postoperative_patient_data,LogisticRegression,ShuffleSplit,2,recall,0.42802,0.14134,0.46750,-0.03948
8392,postoperative_patient_data,LogisticRegression,ShuffleSplit,5,recall,0.43849,0.10450,0.46750,-0.02901
8393,postoperative_patient_data,LogisticRegression,ShuffleSplit,10,recall,0.45435,0.08371,0.46750,-0.01315
8394,postoperative_patient_data,LogisticRegression,StratifiedKFold,2,recall,0.45963,0.06859,0.46750,-0.00787
8395,postoperative_patient_data,LogisticRegression,StratifiedKFold,5,recall,0.44005,0.04598,0.46750,-0.02745
8396,postoperative_patient_data,LogisticRegression,StratifiedKFold,10,recall,0.44567,0.05701,0.46750,-0.02183
8397,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,2,recall,0.44791,0.11852,0.46750,-0.01959
8398,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,5,recall,0.44583,0.09731,0.46750,-0.02167
8399,postoperative_patient_data,LogisticRegression,StratifiedShuffleSplit,10,recall,0.46417,0.07556,0.46750,-0.00333
8400,postoperative_patient_data,RandomForestClassifier,CBDSCV,2,accuracy,0.56527,0.07598,0.52890,0.03637
8401,postoperative_patient_data,RandomForestClassifier,CBDSCV,5,accuracy,0.53304,0.06870,0.52890,0.00414
8402,postoperative_patient_data,RandomForestClassifier,CBDSCV,10,accuracy,0.52714,0.04670,0.52890,-0.00176
8403,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,2,accuracy,0.56510,0.05947,0.52890,0.03619
8404,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,5,accuracy,0.50283,0.04647,0.52890,-0.02607
8405,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,10,accuracy,0.51393,0.04213,0.52890,-0.01497
8406,postoperative_patient_data,RandomForestClassifier,DBSCV,2,accuracy,0.53748,0.04615,0.52890,0.00858
8407,postoperative_patient_data,RandomForestClassifier,DBSCV,5,accuracy,0.53142,0.05676,0.52890,0.00252
8408,postoperative_patient_data,RandomForestClassifier,DBSCV,10,accuracy,0.51232,0.04820,0.52890,-0.01658
8409,postoperative_patient_data,RandomForestClassifier,DOBSCV,2,accuracy,0.53281,0.08239,0.52890,0.00391
8410,postoperative_patient_data,RandomForestClassifier,DOBSCV,5,accuracy,0.50942,0.05761,0.52890,-0.01948
8411,postoperative_patient_data,RandomForestClassifier,DOBSCV,10,accuracy,0.50768,0.06526,0.52890,-0.02122
8412,postoperative_patient_data,RandomForestClassifier,KFold,2,accuracy,0.54585,0.05531,0.52890,0.01695
8413,postoperative_patient_data,RandomForestClassifier,KFold,5,accuracy,0.54250,0.04201,0.52890,0.01360
8414,postoperative_patient_data,RandomForestClassifier,KFold,10,accuracy,0.52536,0.05007,0.52890,-0.00354
8415,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,2,accuracy,0.49688,0.11732,0.52890,-0.03203
8416,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,5,accuracy,0.51125,0.06255,0.52890,-0.01765
8417,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,10,accuracy,0.52625,0.04693,0.52890,-0.00265
8418,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,2,accuracy,0.54856,0.07494,0.52890,0.01965
8419,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,5,accuracy,0.51675,0.04967,0.52890,-0.01215
8420,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,10,accuracy,0.51143,0.04789,0.52890,-0.01747
8421,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,2,accuracy,0.50625,0.11979,0.52890,-0.02265
8422,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,5,accuracy,0.53625,0.07629,0.52890,0.00735
8423,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,10,accuracy,0.54375,0.05025,0.52890,0.01485
8424,postoperative_patient_data,RandomForestClassifier,CBDSCV,2,balanced_accuracy,0.46414,0.07238,0.42750,0.03664
8425,postoperative_patient_data,RandomForestClassifier,CBDSCV,5,balanced_accuracy,0.44004,0.06161,0.42750,0.01254
8426,postoperative_patient_data,RandomForestClassifier,CBDSCV,10,balanced_accuracy,0.46157,0.04633,0.42750,0.03407
8427,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,2,balanced_accuracy,0.45477,0.05500,0.42750,0.02727
8428,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,5,balanced_accuracy,0.41721,0.05459,0.42750,-0.01029
8429,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,10,balanced_accuracy,0.44186,0.04502,0.42750,0.01436
8430,postoperative_patient_data,RandomForestClassifier,DBSCV,2,balanced_accuracy,0.43487,0.04220,0.42750,0.00737
8431,postoperative_patient_data,RandomForestClassifier,DBSCV,5,balanced_accuracy,0.45624,0.06223,0.42750,0.02874
8432,postoperative_patient_data,RandomForestClassifier,DBSCV,10,balanced_accuracy,0.43469,0.04491,0.42750,0.00719
8433,postoperative_patient_data,RandomForestClassifier,DOBSCV,2,balanced_accuracy,0.43584,0.08119,0.42750,0.00834
8434,postoperative_patient_data,RandomForestClassifier,DOBSCV,5,balanced_accuracy,0.43156,0.06693,0.42750,0.00406
8435,postoperative_patient_data,RandomForestClassifier,DOBSCV,10,balanced_accuracy,0.45090,0.05161,0.42750,0.02340
8436,postoperative_patient_data,RandomForestClassifier,KFold,2,balanced_accuracy,0.43966,0.05282,0.42750,0.01216
8437,postoperative_patient_data,RandomForestClassifier,KFold,5,balanced_accuracy,0.46950,0.05148,0.42750,0.04200
8438,postoperative_patient_data,RandomForestClassifier,KFold,10,balanced_accuracy,0.45390,0.05414,0.42750,0.02640
8439,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,2,balanced_accuracy,0.44768,0.09399,0.42750,0.02018
8440,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,5,balanced_accuracy,0.43530,0.07454,0.42750,0.00780
8441,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,10,balanced_accuracy,0.44969,0.06248,0.42750,0.02219
8442,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,2,balanced_accuracy,0.44008,0.07333,0.42750,0.01258
8443,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,5,balanced_accuracy,0.43021,0.05548,0.42750,0.00271
8444,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,10,balanced_accuracy,0.42359,0.04636,0.42750,-0.00391
8445,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,2,balanced_accuracy,0.40000,0.12345,0.42750,-0.02750
8446,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,5,balanced_accuracy,0.42750,0.07691,0.42750,-0.00000
8447,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,10,balanced_accuracy,0.42500,0.04867,0.42750,-0.00250
8448,postoperative_patient_data,RandomForestClassifier,CBDSCV,2,f1,0.44705,0.06914,0.40980,0.03725
8449,postoperative_patient_data,RandomForestClassifier,CBDSCV,5,f1,0.42200,0.05542,0.40980,0.01220
8450,postoperative_patient_data,RandomForestClassifier,CBDSCV,10,f1,0.40935,0.03371,0.40980,-0.00045
8451,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,2,f1,0.43849,0.05207,0.40980,0.02869
8452,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,5,f1,0.39662,0.04723,0.40980,-0.01318
8453,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,10,f1,0.39681,0.04751,0.40980,-0.01299
8454,postoperative_patient_data,RandomForestClassifier,DBSCV,2,f1,0.42003,0.03742,0.40980,0.01023
8455,postoperative_patient_data,RandomForestClassifier,DBSCV,5,f1,0.43103,0.05450,0.40980,0.02123
8456,postoperative_patient_data,RandomForestClassifier,DBSCV,10,f1,0.39052,0.04322,0.40980,-0.01928
8457,postoperative_patient_data,RandomForestClassifier,DOBSCV,2,f1,0.42432,0.07366,0.40980,0.01452
8458,postoperative_patient_data,RandomForestClassifier,DOBSCV,5,f1,0.41718,0.05785,0.40980,0.00738
8459,postoperative_patient_data,RandomForestClassifier,DOBSCV,10,f1,0.40396,0.04973,0.40980,-0.00584
8460,postoperative_patient_data,RandomForestClassifier,KFold,2,f1,0.42785,0.05594,0.40980,0.01805
8461,postoperative_patient_data,RandomForestClassifier,KFold,5,f1,0.44277,0.04774,0.40980,0.03297
8462,postoperative_patient_data,RandomForestClassifier,KFold,10,f1,0.39852,0.04776,0.40980,-0.01128
8463,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,2,f1,0.40475,0.09289,0.40980,-0.00505
8464,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,5,f1,0.39633,0.06678,0.40980,-0.01347
8465,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,10,f1,0.40542,0.04301,0.40980,-0.00438
8466,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,2,f1,0.43254,0.07140,0.40980,0.02274
8467,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,5,f1,0.41611,0.05446,0.40980,0.00631
8468,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,10,f1,0.40309,0.04586,0.40980,-0.00671
8469,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,2,f1,0.37786,0.10012,0.40980,-0.03194
8470,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,5,f1,0.40881,0.06697,0.40980,-0.00099
8471,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,10,f1,0.40773,0.04116,0.40980,-0.00207
8472,postoperative_patient_data,RandomForestClassifier,CBDSCV,2,precision,0.46188,0.09131,0.43570,0.02618
8473,postoperative_patient_data,RandomForestClassifier,CBDSCV,5,precision,0.43299,0.05278,0.43570,-0.00271
8474,postoperative_patient_data,RandomForestClassifier,CBDSCV,10,precision,0.44131,0.03461,0.43570,0.00561
8475,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,2,precision,0.45538,0.07465,0.43570,0.01968
8476,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,5,precision,0.41905,0.05703,0.43570,-0.01665
8477,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,10,precision,0.42797,0.06000,0.43570,-0.00773
8478,postoperative_patient_data,RandomForestClassifier,DBSCV,2,precision,0.42925,0.04472,0.43570,-0.00645
8479,postoperative_patient_data,RandomForestClassifier,DBSCV,5,precision,0.44820,0.05495,0.43570,0.01250
8480,postoperative_patient_data,RandomForestClassifier,DBSCV,10,precision,0.42066,0.05551,0.43570,-0.01504
8481,postoperative_patient_data,RandomForestClassifier,DOBSCV,2,precision,0.43336,0.07532,0.43570,-0.00234
8482,postoperative_patient_data,RandomForestClassifier,DOBSCV,5,precision,0.44149,0.06367,0.43570,0.00579
8483,postoperative_patient_data,RandomForestClassifier,DOBSCV,10,precision,0.43819,0.05165,0.43570,0.00249
8484,postoperative_patient_data,RandomForestClassifier,KFold,2,precision,0.43411,0.06477,0.43570,-0.00159
8485,postoperative_patient_data,RandomForestClassifier,KFold,5,precision,0.46320,0.05477,0.43570,0.02750
8486,postoperative_patient_data,RandomForestClassifier,KFold,10,precision,0.42285,0.05834,0.43570,-0.01285
8487,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,2,precision,0.43927,0.09682,0.43570,0.00357
8488,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,5,precision,0.43013,0.07781,0.43570,-0.00557
8489,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,10,precision,0.43208,0.04835,0.43570,-0.00362
8490,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,2,precision,0.43482,0.07407,0.43570,-0.00088
8491,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,5,precision,0.42684,0.05944,0.43570,-0.00886
8492,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,10,precision,0.41534,0.05183,0.43570,-0.02036
8493,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,2,precision,0.39034,0.10238,0.43570,-0.04535
8494,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,5,precision,0.41859,0.07147,0.43570,-0.01711
8495,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,10,precision,0.41745,0.04406,0.43570,-0.01825
8496,postoperative_patient_data,RandomForestClassifier,CBDSCV,2,recall,0.46414,0.07238,0.42750,0.03664
8497,postoperative_patient_data,RandomForestClassifier,CBDSCV,5,recall,0.44004,0.06161,0.42750,0.01254
8498,postoperative_patient_data,RandomForestClassifier,CBDSCV,10,recall,0.43983,0.03902,0.42750,0.01233
8499,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,2,recall,0.45477,0.05500,0.42750,0.02727
8500,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,5,recall,0.41721,0.05459,0.42750,-0.01029
8501,postoperative_patient_data,RandomForestClassifier,CBDSCV_Mini,10,recall,0.41905,0.04541,0.42750,-0.00845
8502,postoperative_patient_data,RandomForestClassifier,DBSCV,2,recall,0.43487,0.04220,0.42750,0.00737
8503,postoperative_patient_data,RandomForestClassifier,DBSCV,5,recall,0.45624,0.06223,0.42750,0.02874
8504,postoperative_patient_data,RandomForestClassifier,DBSCV,10,recall,0.40724,0.05097,0.42750,-0.02026
8505,postoperative_patient_data,RandomForestClassifier,DOBSCV,2,recall,0.43584,0.08119,0.42750,0.00834
8506,postoperative_patient_data,RandomForestClassifier,DOBSCV,5,recall,0.43156,0.06693,0.42750,0.00406
8507,postoperative_patient_data,RandomForestClassifier,DOBSCV,10,recall,0.43152,0.04663,0.42750,0.00402
8508,postoperative_patient_data,RandomForestClassifier,KFold,2,recall,0.43966,0.05282,0.42750,0.01216
8509,postoperative_patient_data,RandomForestClassifier,KFold,5,recall,0.46950,0.05148,0.42750,0.04200
8510,postoperative_patient_data,RandomForestClassifier,KFold,10,recall,0.43734,0.05699,0.42750,0.00984
8511,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,2,recall,0.43674,0.10055,0.42750,0.00924
8512,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,5,recall,0.41780,0.08364,0.42750,-0.00970
8513,postoperative_patient_data,RandomForestClassifier,ShuffleSplit,10,recall,0.43438,0.05897,0.42750,0.00688
8514,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,2,recall,0.44008,0.07333,0.42750,0.01258
8515,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,5,recall,0.43021,0.05548,0.42750,0.00271
8516,postoperative_patient_data,RandomForestClassifier,StratifiedKFold,10,recall,0.42359,0.04636,0.42750,-0.00391
8517,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,2,recall,0.40000,0.12345,0.42750,-0.02750
8518,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,5,recall,0.42750,0.07691,0.42750,-0.00000
8519,postoperative_patient_data,RandomForestClassifier,StratifiedShuffleSplit,10,recall,0.42500,0.04867,0.42750,-0.00250
8520,postoperative_patient_data,SVC,CBDSCV,2,accuracy,0.45988,0.12642,0.77780,-0.31792
8521,postoperative_patient_data,SVC,CBDSCV,5,accuracy,0.43125,0.06891,0.77780,-0.34655
8522,postoperative_patient_data,SVC,CBDSCV,10,accuracy,0.48687,0.09253,0.77780,-0.29093
8523,postoperative_patient_data,SVC,CBDSCV_Mini,2,accuracy,0.55414,0.12640,0.77780,-0.22366
8524,postoperative_patient_data,SVC,CBDSCV_Mini,5,accuracy,0.42125,0.06555,0.77780,-0.35655
8525,postoperative_patient_data,SVC,CBDSCV_Mini,10,accuracy,0.50982,0.07195,0.77780,-0.26798
8526,postoperative_patient_data,SVC,DBSCV,2,accuracy,0.46053,0.14131,0.77780,-0.31727
8527,postoperative_patient_data,SVC,DBSCV,5,accuracy,0.41563,0.07239,0.77780,-0.36217
8528,postoperative_patient_data,SVC,DBSCV,10,accuracy,0.56277,0.10378,0.77780,-0.21503
8529,postoperative_patient_data,SVC,DOBSCV,2,accuracy,0.49449,0.13553,0.77780,-0.28331
8530,postoperative_patient_data,SVC,DOBSCV,5,accuracy,0.42492,0.05911,0.77780,-0.35288
8531,postoperative_patient_data,SVC,DOBSCV,10,accuracy,0.53179,0.08311,0.77780,-0.24601
8532,postoperative_patient_data,SVC,KFold,2,accuracy,0.48999,0.15279,0.77780,-0.28781
8533,postoperative_patient_data,SVC,KFold,5,accuracy,0.41446,0.09250,0.77780,-0.36334
8534,postoperative_patient_data,SVC,KFold,10,accuracy,0.49795,0.07799,0.77780,-0.27985
8535,postoperative_patient_data,SVC,ShuffleSplit,2,accuracy,0.50938,0.18725,0.77780,-0.26843
8536,postoperative_patient_data,SVC,ShuffleSplit,5,accuracy,0.49375,0.10352,0.77780,-0.28405
8537,postoperative_patient_data,SVC,ShuffleSplit,10,accuracy,0.48812,0.07646,0.77780,-0.28968
8538,postoperative_patient_data,SVC,StratifiedKFold,2,accuracy,0.58173,0.03787,0.77780,-0.19607
8539,postoperative_patient_data,SVC,StratifiedKFold,5,accuracy,0.42041,0.02893,0.77780,-0.35739
8540,postoperative_patient_data,SVC,StratifiedKFold,10,accuracy,0.67143,0.00000,0.77780,-0.10637
8541,postoperative_patient_data,SVC,StratifiedShuffleSplit,2,accuracy,0.75000,0.00000,0.77780,-0.02780
